ANIMAL,Sex,DOB,Weight,Genotype,DWI,GRE,Exterior,A24a,A24aPrime,A24b,A24bPrime,A29a,A29b,A29c,A30,A32,Au1,AuD,AuV,DLO,Fr3,FrA,Ins,LO,LPtA,M1,M2,MO,MPtA,PtPR,S1,S1BF,S1DZ,S1FL,S1HL,S1J,S1Sh,S1Tr,S1ULp,S2,TeA,V1,V1B,V1M,V2L,V2ML,V2MM,VO,CEnt,DIEnt,DLEnt,MEnt,VIEnt,Cl,DCl,PLCo,VCl,Hc,DTT,Ect,PaS,PRh,PrS,Pir,APir,Hyp,Preopt,Sthal,SPT,GP,CPu,Amy,Acb,BNst,Vpal,PAG,APT,VTA,Thal_R,VT,LDNT,MGN,LGN,ZI,RTN,Sub_PP,DpMe,SC,IC,SN,RPC,MRN,RI,Cn,PrCn,BS_R,Iped,Cb_1_10,Den,Int,FasDL,FasMed,Vll,ParB,KF,PCRt,CG,Su5,m5,5N,PnO,Raph,Pr5,DTg,Tg,CoN,Pn,RTg,Oliv,PnC,Sp5,Ve,Gi,Cu,ac,ot,fi,cc,fx,st,cg,lo,vhc,ic,fr,sm,mt,pc,bsc,cp,ll,sp5,py,n8,n7,lfp,mlf_ts,sc,ml,vsc,mcp,scp,icp_oc_tz,cbw,LV,A25,das,Post,4V,MiTg,PT,LDVL,LP,Athal,RMC,PaR,RR,CSF,IRN,PHD_PaMP_Post_and_LatHy,PR_p3Tg_L,PVG,BLA
191028_6:1,male,4/26/18,30.3,APOE22,N57700,N57701,0.3753401,0.002652704,0.00238501,0.001732348,0.001804469,0.00241182,0.001904898,0.002766834,0.00198191,0.001580219,0.001378118,0.001426847,0.001518978,0.001566177,0.00132066,0.001545168,0.001770453,0.001831145,0.000944833,0.001607597,0.001769743,0.001683248,0.001376855,0.001056445,0.001507715,0.001765362,0.001721226,0.001705255,0.001621579,0.001281675,0.001127166,0.00113896,0.00135345,0.001307366,0.001403884,0.001006036,0.001224515,0.001337063,0.001156773,0.001261259,0.001411985,0.002269942,0.001770479,0.001625238,0.001471983,0.00157859,0.001893491,0.003573848,0.003042347,0.002362625,0.00384287,0.002457131,0.001486535,0.001659271,0.002162256,0.001718679,0.002116562,0.002507873,0.001819557,0.001999083,0.002410583,0.003202522,0.002739437,0.003553014,0.002530549,0.00196084,0.002276389,0.003122473,0.002387798,0.002339696,0.002214411,0.003389795,0.002562799,0.002540813,0.001937124,0.002327927,0.003112148,0.003188946,0.003816438,0.002312482,0.002864575,0.002392125,0.002963191,0.003305774,0.002835866,0.003226239,0.003635016,0.003519945,0.003234547,0.003599666,0.002570709,0.00274802,0.003508198,0.003015828,0.003415259,0.003527029,0.00371177,0.002703353,0.003388077,0.002645705,0.002494212,0.002994907,0.004655579,0.002673534,0.002960997,0.003990562,0.003632102,0.002236028,0.002519958,0.003910321,0.004268479,0.003192824,0.002435104,0.002231775,0.003445106,0.003502303,0.002940518,0.003641655,0.005761452,0.006752908,0.006427922,0.004653509,0.005827405,0.006975885,0.004441305,0.005211245,0.005828791,0.006337555,0.004837418,0.005795482,0.004512689,0.003956458,0.005597729,0.006266767,0.005158604,0.006254454,0.006312495,0.006458829,0.005961187,0.005346557,0.004032902,0.006177942,0.004117042,0.005371619,0.007378772,0.003862889,0.006173198,0.004315776,0.001856823,0.002230203,0.005294182,0.002399453,0.001752625,0.002898137,0.001872286,0.002321668,0.002044173,0.002911989,0.003363841,0.003659917,0.003844926,0.001765696,0.002677523,0.002937231,0.004019633,0.003349998,0.001884668
190909_11:1,female,4/26/18,36.2,APOE33,N57582,N57583,0.334157,0.002928291,0.002484136,0.001916617,0.001855687,0.002487723,0.002044758,0.002723793,0.001921863,0.001805917,0.001416117,0.001450724,0.001673672,0.001427412,0.001165093,0.001524679,0.001660042,0.001672046,0.001083152,0.001624681,0.001766507,0.001839704,0.00132893,0.001148681,0.001578854,0.001855641,0.001787487,0.001786542,0.001736279,0.001279501,0.001393503,0.001309127,0.001393941,0.001453825,0.00143244,0.001122071,0.001154332,0.001439092,0.001147193,0.001463549,0.001556476,0.002313899,0.001719816,0.001704454,0.001916306,0.001313403,0.001638754,0.003833956,0.002919784,0.00225453,0.003739662,0.002532246,0.001429465,0.001617694,0.002209131,0.001897653,0.002118739,0.002468063,0.001639251,0.001884606,0.002079691,0.003491307,0.002665186,0.00267981,0.002178525,0.002060845,0.001930319,0.002673357,0.002557031,0.002133984,0.00245882,0.003667616,0.002632574,0.002764991,0.002137524,0.002369183,0.003135693,0.003332667,0.003658816,0.0023996,0.002675114,0.002486481,0.002641805,0.003383112,0.002771886,0.003199195,0.003369626,0.002991509,0.002925005,0.003523419,0.00235534,0.002635814,0.003745773,0.003044478,0.003177399,0.003436606,0.003232359,0.002601981,0.003124259,0.002423393,0.002534247,0.002752586,0.00404405,0.002323219,0.002835947,0.004016789,0.003304162,0.002069731,0.002925871,0.003798762,0.004422664,0.003619226,0.002464217,0.002214637,0.002988373,0.003329757,0.002776452,0.003190835,0.005891042,0.006645006,0.006498936,0.005040337,0.005063727,0.007041053,0.004614717,0.005268667,0.006419769,0.006080836,0.004674686,0.005794595,0.004411601,0.004220187,0.005513741,0.006576967,0.00436207,0.006180244,0.006394043,0.006409826,0.005752253,0.005896146,0.004132537,0.006591551,0.004573787,0.005151553,0.00730101,0.004209019,0.006124034,0.004376112,0.001666918,0.002454333,0.004752519,0.002448041,0.001531341,0.002656722,0.002752641,0.002379383,0.002380692,0.002901423,0.003599128,0.002978393,0.003558429,0.001680902,0.00241497,0.00301709,0.003915549,0.002941564,0.002069237
190909_12:1,female,4/26/18,30.4,APOE33,N57584,N57585,0.3332645,0.00317978,0.002764364,0.001906047,0.001850578,0.002685986,0.002230627,0.00286013,0.001969191,0.001868579,0.001455634,0.001346924,0.00170118,0.001579637,0.001258216,0.001575927,0.001811745,0.001776312,0.001097766,0.001594027,0.001773991,0.001809674,0.001327381,0.001088823,0.001623086,0.001998086,0.001804911,0.00190882,0.001882891,0.001485885,0.001283146,0.001180281,0.001510269,0.001524294,0.001371726,0.000992211,0.001223572,0.001482492,0.001086151,0.001444655,0.00154005,0.002328189,0.001733904,0.001994601,0.002110303,0.001433552,0.001777601,0.004088532,0.003125999,0.002512156,0.003869211,0.002565043,0.001471543,0.001611402,0.002262071,0.001959225,0.002120101,0.00251774,0.001680611,0.001909339,0.002310174,0.003485714,0.002772683,0.002769898,0.002327759,0.002180117,0.002024813,0.002782958,0.002683738,0.002120569,0.002624703,0.003509422,0.002614917,0.002776104,0.0022321,0.002569618,0.00307403,0.003395016,0.003580115,0.002534393,0.002812732,0.002650939,0.002613392,0.003580923,0.002828156,0.003247817,0.003509003,0.002970074,0.002950565,0.003475148,0.002334914,0.00249015,0.003560323,0.002910829,0.003041568,0.003312753,0.003429977,0.002609704,0.003000453,0.002384353,0.002278412,0.002799164,0.004161385,0.002248713,0.002788016,0.003949653,0.00337212,0.001976909,0.00275437,0.003863179,0.004109393,0.003457781,0.002415564,0.001998979,0.002927872,0.003109262,0.002592239,0.002878099,0.006004672,0.006599824,0.006720952,0.00506858,0.005308323,0.007177982,0.004560273,0.005429902,0.006453445,0.005993449,0.004650254,0.00566754,0.004398603,0.00435258,0.005330171,0.006520966,0.004402685,0.006160869,0.006272073,0.006384892,0.005916524,0.006310623,0.004030744,0.006475806,0.004440021,0.005234966,0.007299092,0.004117855,0.006072998,0.004255528,0.001936325,0.002463278,0.004158954,0.002638107,0.00159141,0.002806899,0.0027395,0.002575972,0.002325809,0.002921089,0.003618944,0.002971792,0.003693791,0.001866305,0.002318424,0.003076899,0.003963997,0.002728449,0.002289282
190909_14:1,female,4/26/18,28.1,APOE33,N57590,N57591,0.3784018,0.003118599,0.002994701,0.002193526,0.002141559,0.002333011,0.002250561,0.00346008,0.002158626,0.001817798,0.00164894,0.001535249,0.001773322,0.001544534,0.001503169,0.001744975,0.001813239,0.00189211,0.000991622,0.001937538,0.002132209,0.001912156,0.001588969,0.000930141,0.001485764,0.001967025,0.001910812,0.001956056,0.001892324,0.001387839,0.001140616,0.001027555,0.001691337,0.001629886,0.001770175,0.000895036,0.001054426,0.001459065,0.001357682,0.001698076,0.001807985,0.002422936,0.00197704,0.002294488,0.002451285,0.001602655,0.002099151,0.003068273,0.003242294,0.003092817,0.003970425,0.002635473,0.001443372,0.002123934,0.001917227,0.002688584,0.001658038,0.002475923,0.002662544,0.001778516,0.001802664,0.003594295,0.002406099,0.003040205,0.002496321,0.002095095,0.001654495,0.002331257,0.002227366,0.002156527,0.002119202,0.00304711,0.002261571,0.002668257,0.001597881,0.002229711,0.003183924,0.003176376,0.003649708,0.002425215,0.002646917,0.002485493,0.002756247,0.003276948,0.002796449,0.002896142,0.003123066,0.002708459,0.002749078,0.00333905,0.001985827,0.002862464,0.00405909,0.002654934,0.00299869,0.003539627,0.003135705,0.002353026,0.002914161,0.002588383,0.002266907,0.002360119,0.004760765,0.0026273,0.002690091,0.003871319,0.00328424,0.002029912,0.002773101,0.0042757,0.003728447,0.003348732,0.002593221,0.002306466,0.002973475,0.003347263,0.002721207,0.003410253,0.005760572,0.00652243,0.006825928,0.005023921,0.005145633,0.007252617,0.005367375,0.005395461,0.005764796,0.006418696,0.004155442,0.005502849,0.004261099,0.004209756,0.005010612,0.006692483,0.004274259,0.00675036,0.00675412,0.007093092,0.005944679,0.005042057,0.004003265,0.006403674,0.00459402,0.005029928,0.007516476,0.004418942,0.006501238,0.004294839,0.003735489,0.002279455,0.005224147,0.002619103,0.003133371,0.002404726,0.002456636,0.00220574,0.002159794,0.002224794,0.003563153,0.002936157,0.003225842,0.001821342,0.002559144,0.00266874,0.003951414,0.002397912,0.002309927
190715_1:1,male,4/26/18,32.7,APOE33,N57546,N57547,0.3493043,0.0028321,0.002758163,0.00190301,0.002080587,0.00265417,0.002221694,0.003057873,0.002156228,0.001710938,0.001506471,0.001611749,0.001653983,0.001567456,0.001331923,0.001569796,0.001744195,0.001636429,0.001201779,0.001642415,0.001830118,0.001751509,0.001574995,0.001155287,0.001658943,0.001872551,0.001803775,0.001809869,0.00162618,0.001287435,0.001165023,0.001068006,0.001397247,0.001591394,0.001594008,0.001076298,0.001197739,0.001547491,0.001350286,0.001586893,0.001880225,0.002140186,0.001829119,0.001892919,0.002291426,0.001421307,0.001692207,0.003501815,0.003243889,0.002255162,0.003959748,0.002543382,0.001420224,0.001916559,0.002015961,0.002369152,0.001933398,0.002455052,0.001891212,0.001971363,0.002104221,0.003253593,0.002679686,0.00264602,0.002192366,0.002142054,0.001907325,0.002532429,0.002578008,0.002212068,0.002420082,0.003497688,0.002612585,0.002847192,0.002107495,0.002800413,0.003197051,0.003281675,0.003585814,0.002670327,0.002901675,0.002454663,0.002630898,0.003445181,0.002982124,0.003319211,0.003668322,0.003215165,0.002903659,0.003437208,0.002592501,0.002611765,0.003666379,0.003083685,0.003229617,0.003627513,0.003380135,0.003008777,0.003393878,0.002475474,0.002621962,0.003340037,0.004434631,0.002634619,0.002884677,0.004233533,0.003412975,0.00226476,0.003318195,0.003986653,0.004055472,0.003226258,0.002354486,0.00208205,0.003048507,0.003563872,0.002692468,0.003188238,0.005886019,0.006450587,0.006454443,0.004869678,0.005119167,0.006866743,0.004825731,0.004776989,0.006041419,0.005998623,0.004857672,0.005561001,0.004394365,0.003966139,0.005213874,0.006302503,0.004611361,0.005695171,0.006182527,0.006390421,0.005749601,0.005376276,0.00351065,0.005457652,0.004283451,0.005138174,0.007164206,0.004276571,0.005689636,0.004328473,0.001895987,0.002048857,0.005350195,0.002337515,0.001739609,0.002705835,0.002612038,0.002555996,0.002177524,0.002709958,0.003558554,0.003059041,0.00371164,0.001821387,0.002566646,0.002898274,0.003804378,0.002810947,0.00216846
190715_2:1,male,4/26/18,36.9,APOE33,N57548,N57549,0.3748723,0.003012965,0.002804349,0.002143439,0.00206266,0.002437558,0.002243808,0.003104188,0.002159808,0.00180538,0.001384766,0.001414427,0.001595075,0.001618115,0.001417031,0.001759268,0.001931016,0.001875193,0.001173371,0.001792592,0.001967031,0.001871937,0.001672854,0.001132424,0.001387685,0.001715929,0.00178412,0.001819596,0.00162147,0.001306712,0.001130167,0.001121018,0.001368731,0.00160602,0.001622816,0.000953591,0.001096382,0.00147312,0.001261447,0.001603839,0.001812547,0.002350772,0.001907707,0.001996483,0.002270259,0.00161126,0.001877585,0.003624926,0.00337588,0.002783342,0.004002582,0.002589635,0.001473548,0.002041448,0.001946066,0.002439101,0.001601983,0.002569762,0.001927367,0.002106268,0.002218974,0.003519886,0.002740819,0.002872197,0.002353429,0.002261934,0.001988556,0.002679525,0.002824938,0.00216797,0.00213153,0.00350405,0.002599554,0.002835923,0.00208681,0.002623184,0.003192456,0.00328131,0.00365815,0.002739521,0.00273503,0.002305611,0.002589586,0.003434619,0.002840127,0.00316352,0.003560366,0.003158505,0.002879297,0.003372908,0.002414345,0.002620106,0.003612221,0.002833432,0.003032047,0.003499298,0.003119986,0.002889483,0.003223372,0.002420034,0.00251597,0.002845208,0.004167165,0.002283405,0.002758645,0.004215137,0.003296987,0.002158499,0.003151559,0.003686103,0.004183674,0.003415856,0.002426198,0.002094039,0.002877523,0.003224704,0.002686889,0.003106419,0.006085838,0.006712821,0.006308979,0.004893263,0.005313839,0.006980267,0.004934345,0.005370984,0.006373755,0.006146292,0.005216304,0.005512495,0.004585595,0.003770303,0.005089351,0.006574157,0.004185658,0.006240701,0.006382182,0.006590634,0.006075953,0.005349085,0.004092538,0.006683983,0.004429474,0.005004555,0.007055054,0.004175303,0.006139648,0.004469068,0.0016612,0.002008477,0.005371906,0.002582371,0.001571274,0.002538268,0.002510493,0.002584859,0.002139693,0.002576875,0.003739466,0.002874385,0.003436063,0.001724706,0.002335825,0.002987619,0.003704633,0.002796113,0.002277436
190715_3:1,male,4/26/18,32.4,APOE33,N57550,N57551,0.3709755,0.00301224,0.002718988,0.002024126,0.001962849,0.002409531,0.00203743,0.002934259,0.001978237,0.001698209,0.001435164,0.001424738,0.001595831,0.001765102,0.001420486,0.00170682,0.001975115,0.001969826,0.001065468,0.001817299,0.001898745,0.001667751,0.001537551,0.001199017,0.001403648,0.001899545,0.001873344,0.001880264,0.001786404,0.001355838,0.001274085,0.001101003,0.001427141,0.001546209,0.001558748,0.001039754,0.001126158,0.001557536,0.001200486,0.001645284,0.001663409,0.00224359,0.001761906,0.002080954,0.002245892,0.001438187,0.001874685,0.004031265,0.003092293,0.002585847,0.00403246,0.002573077,0.00151278,0.001862342,0.001840618,0.002187701,0.00196286,0.00262282,0.00185937,0.002019662,0.00225379,0.003545703,0.00289427,0.002831307,0.002296922,0.002205851,0.002037701,0.002900862,0.002615876,0.002177335,0.002277962,0.003449737,0.002623116,0.002738588,0.002002692,0.002683349,0.003078666,0.003248476,0.003675496,0.002764644,0.002740013,0.002368783,0.002771387,0.003510434,0.002863177,0.003223914,0.00345602,0.003079248,0.002852321,0.003545053,0.002569731,0.002615868,0.003598815,0.002938365,0.002955387,0.003379159,0.003485983,0.002635767,0.003049903,0.002416117,0.002425651,0.002872722,0.004341797,0.002418553,0.002813768,0.004054236,0.003448106,0.002038594,0.002910884,0.004038536,0.004257716,0.003470254,0.00233722,0.002154157,0.002966288,0.003294199,0.002622369,0.00311164,0.006016403,0.006863605,0.006552645,0.004971836,0.005324618,0.007319061,0.004496312,0.005021815,0.006443836,0.00621087,0.004683025,0.005515432,0.004662676,0.00376648,0.005142465,0.00657876,0.004564397,0.006184276,0.006326712,0.006464606,0.006040823,0.005975062,0.004011308,0.006742102,0.004200629,0.0051281,0.007450704,0.003994431,0.006165622,0.004523668,0.002048557,0.002161872,0.00513351,0.002328226,0.001667956,0.002693927,0.002367613,0.002606886,0.002321526,0.002729999,0.003592818,0.002852109,0.003602216,0.001614691,0.002489287,0.002847856,0.003813975,0.003030653,0.002314198
190909_10:1,male,4/26/18,36.4,APOE33,N57580,N57581,0.3833534,0.002768021,0.002469268,0.001809774,0.001835938,0.002588616,0.001855332,0.002899848,0.001937935,0.001749387,0.00126892,0.001352061,0.001425448,0.001446268,0.00114881,0.001463032,0.001507202,0.001564477,0.000889243,0.001499515,0.001664175,0.001813686,0.001246442,0.000942212,0.001605928,0.001874346,0.001742802,0.001786481,0.001627264,0.001220529,0.001203166,0.001090614,0.001349763,0.001409488,0.001352355,0.001026677,0.001156863,0.001424685,0.001062661,0.001316613,0.001576462,0.002016396,0.001866079,0.001980249,0.002078712,0.001694505,0.002066521,0.003646074,0.002596813,0.002591337,0.003256841,0.002565912,0.001513617,0.001826793,0.002194162,0.002279396,0.002042149,0.00239248,0.001871558,0.001955356,0.002022744,0.00340904,0.002552178,0.002800864,0.002212272,0.002005607,0.00184998,0.002577001,0.002182185,0.002142521,0.002257754,0.003511463,0.002548923,0.002827795,0.001960081,0.002310917,0.003011971,0.003236884,0.00376366,0.002495786,0.002871514,0.002474516,0.002901876,0.003523977,0.003003316,0.00331833,0.003633973,0.003348432,0.003020191,0.003530631,0.002429643,0.002706075,0.003807855,0.003050435,0.003199145,0.003403114,0.003592259,0.002756199,0.003280215,0.002450672,0.002477673,0.003094636,0.004062829,0.002509614,0.002936035,0.004262216,0.003472187,0.002112678,0.00246782,0.004083077,0.004237187,0.003356182,0.002327006,0.00206422,0.002955022,0.003350893,0.002625341,0.003273489,0.005872097,0.006838232,0.006536327,0.004877334,0.005388888,0.006916409,0.00484016,0.005585655,0.006038794,0.006214643,0.004734174,0.005888652,0.004477098,0.003987019,0.005646728,0.006593175,0.004917181,0.006363518,0.006355504,0.006573323,0.005857022,0.005597822,0.004097254,0.006593256,0.004534515,0.005290499,0.007454602,0.00419205,0.006109955,0.004490526,0.001835995,0.002295992,0.005428687,0.002280474,0.001569802,0.002803477,0.002391925,0.002348211,0.00207819,0.002892721,0.003565756,0.003436998,0.003787224,0.001920579,0.002418751,0.002931577,0.004025935,0.003074027,0.001868406
190909_13:1,male,4/26/18,34,APOE33,N57587,N57588,0.3794337,0.002783563,0.002515906,0.001927594,0.001953254,0.002547466,0.002027718,0.002785277,0.0020028,0.001671082,0.001442304,0.001487489,0.001585913,0.001476362,0.001175198,0.001416415,0.001689974,0.001578584,0.001105054,0.001506989,0.001719619,0.001624086,0.001466431,0.001109366,0.001438384,0.001862152,0.001853522,0.001835987,0.001679301,0.001316835,0.001187445,0.001144884,0.001429386,0.001530886,0.001434492,0.001170975,0.001138142,0.001421193,0.001139186,0.00147171,0.001538868,0.001999001,0.001766192,0.001824216,0.001944878,0.00152977,0.001824812,0.003744023,0.002699374,0.002486621,0.003427565,0.002618565,0.001416742,0.001659908,0.001909657,0.002062286,0.00193695,0.002447748,0.002230213,0.001975563,0.002017912,0.003478685,0.0026105,0.002887335,0.002253263,0.002065562,0.001870851,0.002651665,0.002355866,0.002156028,0.002204732,0.003481014,0.002510458,0.002728101,0.001899793,0.002418915,0.00295494,0.003261742,0.003686592,0.002569478,0.002771718,0.00240064,0.002816657,0.003426863,0.002944584,0.003228848,0.003535434,0.0031774,0.002918332,0.003494691,0.002351607,0.002638472,0.003621966,0.002984602,0.003128795,0.003496313,0.003361383,0.002611025,0.0030005,0.002427601,0.002507996,0.002888856,0.003891641,0.002250785,0.002919211,0.00409158,0.003265678,0.002066682,0.002684893,0.003857947,0.004311193,0.003556487,0.00240135,0.002027727,0.003117128,0.003379389,0.002609819,0.003627587,0.006135909,0.007038984,0.00658177,0.005039348,0.005426972,0.007000149,0.004686624,0.005387656,0.006416462,0.00631461,0.004666638,0.005786405,0.004526597,0.003978315,0.005654866,0.00675998,0.00460926,0.006495024,0.006602849,0.006653446,0.006049814,0.005880968,0.004081722,0.006702882,0.004509263,0.005220469,0.007560646,0.004199925,0.006135665,0.004517812,0.001884585,0.002100494,0.005444375,0.002418751,0.001697778,0.002607485,0.002263968,0.002175768,0.002183216,0.002813627,0.003716312,0.003231931,0.003495123,0.001784993,0.002398693,0.00285503,0.003810851,0.002984788,0.002076009
190610_6:1,female,4/3/18,25.6,APOE44,N57442,N57443,0.3886894,0.002677966,0.002602425,0.001832315,0.00186602,0.002395132,0.002046872,0.002992784,0.002030225,0.001547937,0.001426937,0.001381728,0.001468272,0.001552871,0.001418741,0.001548442,0.001648618,0.001707814,0.00089577,0.001702124,0.001853841,0.001660142,0.001428817,0.000907797,0.001391546,0.001709468,0.001725421,0.001759554,0.001573851,0.001405423,0.001127785,0.001005918,0.001423903,0.001504794,0.001482498,0.000987402,0.001121531,0.001332298,0.00111804,0.001354734,0.001452458,0.002075777,0.001824206,0.001917647,0.002190557,0.001411045,0.00158524,0.002891274,0.002803695,0.002555569,0.003305956,0.002471646,0.00131747,0.001911685,0.001814505,0.002273974,0.001655067,0.002382649,0.001702751,0.002087545,0.002031108,0.00355305,0.002585873,0.002809676,0.002167335,0.002127698,0.001740808,0.002557275,0.002354487,0.002103264,0.002120845,0.003518393,0.002532408,0.002766685,0.002048234,0.002292534,0.003121901,0.003311585,0.003620113,0.002527792,0.002849711,0.002279691,0.002615024,0.003620865,0.003061407,0.003074378,0.003578287,0.00301324,0.002623858,0.003543414,0.002765775,0.002653422,0.003911795,0.002919173,0.003032599,0.003589497,0.003331692,0.002686874,0.003088009,0.002442959,0.002518638,0.002797178,0.004081631,0.002375945,0.00295584,0.004409799,0.003158493,0.00219155,0.003030485,0.003902556,0.004536215,0.003556261,0.002407219,0.002062545,0.002911177,0.003354239,0.002616879,0.003374985,0.005770203,0.007087825,0.00673916,0.004548328,0.00505551,0.006795821,0.004644661,0.005623098,0.00588316,0.006033745,0.004506581,0.005791122,0.004430061,0.003798162,0.005337441,0.006755837,0.004229458,0.006343779,0.006800978,0.006801849,0.005644287,0.006600866,0.003984714,0.006428106,0.004819444,0.005132204,0.007575059,0.004387788,0.00634123,0.004472682,0.002313143,0.00172751,0.005720558,0.002411572,0.002172022,0.002328707,0.002310963,0.002400323,0.002378667,0.002580122,0.003905868,0.003270488,0.003445125,0.00184998,0.002352418,0.003017135,0.004025251,0.002888572,0.001964607
