ANIMAL,Sex,DOB,Weight,Genotype,DWI,GRE,Exterior,A24a,A24aPrime,A24b,A24bPrime,A29a,A29b,A29c,A30,A32,Au1,AuD,AuV,DLO,Fr3,FrA,Ins,LO,LPtA,M1,M2,MO,MPtA,PtPR,S1,S1BF,S1DZ,S1FL,S1HL,S1J,S1Sh,S1Tr,S1ULp,S2,TeA,V1,V1B,V1M,V2L,V2ML,V2MM,VO,CEnt,DIEnt,DLEnt,MEnt,VIEnt,Cl,DCl,PLCo,VCl,Hc,DTT,Ect,PaS,PRh,PrS,Pir,APir,Hyp,Pre_Tel,Sthal,SPT,GP,CPu,Amy,Acb,BNst,Vpal,PAG,APT,VTA,Thal_R,VT,LDNT,MGN,LGN,ZI,RTN,Sub_PP,DpMe,SC,IC,SN,RPC,MRN,RI,Cn,PrCn,BS_R,Iped,Cb_1_10,Den,Int,FasDL,FasMed,Vll,ParB,KF,PCRt,CG,Su5,m5,n5N,PnC,Raph,Pr5,DTg,Tg,CoN,Pn,RTg,Oliv,PnRt,Sp5,Ve,Gi,Cu,ac,ot,fi,cc,fx,st,cg,lo,vhc,ic,fr,sm,mt,pc,bsc,cp,ll,sp5,py,n8,n7,lfp,mlf_ts,sc,ml,vsc,mcp,scp,icp_oc_tz,cbw,LV,A25,das,Post,v4V,MiTg,PT,LDVL,LP,AThal,RMC,PaR,RR,CSF,IRN,PHD_PaMP_Post_and_LatHy,PR_p3Tg_L,PVG,BLA
191028_6:1,male,4/26/18,30.3,APOE22,N57700,N57701,0.3753401,0.002720935,0.002409073,0.00187132,0.001911207,0.002615332,0.001814803,0.002892621,0.001905303,0.001687087,0.001418257,0.001480328,0.001463316,0.00167797,0.001313763,0.001542692,0.001794346,0.001884426,0.001046317,0.001601893,0.001788114,0.001823399,0.001300893,0.001121243,0.001540967,0.001826924,0.001798141,0.001792852,0.001695837,0.001343106,0.001282222,0.001266779,0.00144427,0.001322811,0.001237911,0.001132906,0.001316094,0.00137153,0.001118868,0.001430709,0.001436547,0.002413417,0.001701233,0.001628538,0.001647889,0.001432762,0.00180052,0.003650332,0.002657367,0.002354991,0.003438191,0.002517695,0.00149067,0.001544157,0.002070699,0.001975742,0.002115358,0.002443866,0.001841456,0.001906218,0.002373879,0.00326594,0.002738122,0.003370095,0.002392673,0.002018708,0.002178541,0.00307531,0.002338924,0.002359229,0.002243274,0.00353774,0.002536721,0.002557074,0.002021411,0.00251568,0.003195006,0.003296966,0.003921774,0.002548038,0.002944037,0.002372122,0.003041943,0.003418872,0.002866289,0.003334645,0.003471139,0.003454865,0.003264337,0.003612584,0.002606988,0.002794144,0.003746936,0.003082723,0.003372334,0.003495934,0.003981944,0.00258946,0.003243322,0.002627839,0.002580096,0.003150611,0.004381553,0.00250829,0.00303927,0.003966208,0.003659108,0.002305966,0.002636439,0.004006265,0.004149128,0.003317372,0.002434377,0.002133027,0.003701889,0.003467902,0.002985526,0.003633981,0.005752381,0.00672899,0.006480539,0.004648341,0.005745577,0.007262937,0.004463491,0.005122686,0.005602813,0.006304272,0.004824828,0.005899128,0.004390519,0.003789641,0.005726823,0.006250822,0.005305023,0.006247536,0.006363525,0.006365755,0.0058147,0.00519436,0.004047426,0.006326979,0.004080758,0.005480849,0.007461456,0.003784967,0.005838576,0.004262087,0.002109832,0.002259159,0.005322929,0.002204465,0.001705672,0.003020939,0.002032661,0.002741828,0.002147409,0.002972624,0.003335907,0.003835343,0.00405037,0.001726475,0.002606533,0.002808122,0.00415854,0.0031288,0.001964918
190909_11:1,female,4/26/18,36.2,APOE33,N57582,N57583,0.334157,0.002845751,0.00245484,0.001940549,0.001966964,0.002519703,0.002360083,0.00279359,0.002000472,0.001862993,0.001581267,0.001501374,0.001764278,0.001756008,0.001332963,0.001568281,0.001899624,0.001782588,0.001009943,0.001693441,0.001830485,0.001889091,0.001669225,0.001112117,0.001675165,0.00190786,0.001771679,0.001847645,0.00195274,0.001412729,0.001510288,0.001321809,0.001560694,0.001553098,0.00151231,0.001067317,0.001277666,0.001498582,0.001118894,0.001368695,0.001681403,0.002242517,0.001758756,0.001687252,0.001789918,0.001322548,0.001751097,0.003974738,0.003319554,0.002480692,0.003973784,0.002632911,0.001482624,0.001978934,0.002276165,0.002046707,0.002397717,0.002509635,0.001770139,0.001891127,0.002304261,0.003265357,0.002816747,0.002861395,0.002318554,0.002221948,0.002038336,0.00283749,0.002926655,0.002261339,0.002676365,0.003466108,0.002632434,0.002646614,0.00235523,0.002700777,0.003389046,0.003335229,0.003644527,0.002879179,0.0028317,0.002568626,0.002741238,0.003476676,0.002864163,0.003318648,0.003468492,0.003203512,0.003046079,0.003534882,0.002375222,0.00264873,0.003685265,0.003001294,0.003179026,0.003435821,0.003236035,0.002774419,0.003015928,0.002339514,0.002626069,0.002773725,0.003902746,0.002326858,0.002726903,0.00384975,0.003289815,0.002138596,0.002985744,0.003819144,0.004420275,0.00339979,0.002335209,0.002130975,0.003145678,0.003354191,0.002731865,0.003547871,0.005915519,0.006662285,0.006789164,0.004911224,0.005351857,0.007318039,0.004706694,0.00520238,0.006430421,0.005977736,0.004750692,0.005655801,0.004273897,0.00440287,0.005757619,0.006342384,0.004497867,0.006121092,0.006205853,0.006297928,0.005866395,0.005724276,0.004074511,0.00667362,0.004067905,0.005065769,0.007260975,0.004380683,0.005992618,0.00434527,0.001921329,0.00240498,0.00523001,0.002918387,0.001570871,0.002760118,0.002611063,0.002927891,0.00235846,0.002823271,0.003949046,0.003121311,0.003637684,0.001643534,0.002409434,0.00305012,0.003825351,0.002676544,0.002183726
190909_12:1,female,4/26/18,30.4,APOE33,N57584,N57585,0.3332645,0.003127445,0.002568457,0.002000242,0.001737626,0.002959261,0.002417511,0.002830109,0.001893704,0.001930772,0.001385306,0.001423037,0.001569446,0.001694571,0.001327861,0.001547933,0.00184239,0.001829134,0.001037898,0.001650604,0.001768695,0.001877311,0.00139049,0.000963329,0.001633774,0.002006056,0.001777635,0.001827784,0.001995007,0.001383894,0.001300169,0.001297353,0.001488145,0.001543072,0.00142512,0.00108695,0.001282755,0.001511856,0.001094019,0.001572863,0.001533636,0.002301899,0.001783689,0.001837692,0.001981371,0.001390175,0.001750276,0.004084455,0.003218799,0.002594448,0.003954071,0.002606372,0.001565896,0.001729318,0.002123132,0.00189685,0.002127416,0.002486352,0.001576245,0.001943244,0.002304637,0.003366065,0.002815191,0.002793496,0.002333255,0.002118855,0.002113457,0.00279134,0.002649127,0.002197177,0.002629843,0.00343878,0.002649451,0.002750119,0.002245454,0.0026378,0.003196539,0.003328467,0.003634589,0.002774229,0.00280458,0.002610087,0.002694238,0.003632141,0.002926744,0.003233488,0.003559316,0.003009905,0.002958128,0.00352661,0.002332623,0.002572007,0.00347915,0.002952853,0.002998545,0.003365782,0.003469647,0.002616296,0.002985246,0.002494449,0.002349742,0.002853641,0.00401117,0.002209015,0.002734747,0.003942491,0.003303771,0.002043461,0.002757615,0.003993822,0.004384048,0.003313812,0.002289585,0.002027068,0.003199673,0.003269619,0.002627024,0.003176592,0.00587175,0.006590906,0.006812105,0.005020239,0.005271876,0.007301583,0.004603278,0.005335457,0.006281577,0.005949158,0.004613759,0.005737913,0.004271133,0.004510973,0.005362096,0.006346794,0.004353559,0.006176575,0.006295778,0.006109443,0.005810715,0.006196799,0.004013863,0.006458963,0.004217567,0.005090968,0.007174338,0.004229435,0.006153167,0.004413387,0.002026109,0.002572789,0.004606618,0.002619567,0.00158618,0.002708008,0.002568497,0.002764073,0.002275415,0.002906792,0.003850776,0.003297256,0.003651346,0.001842931,0.002353183,0.002999611,0.003857031,0.002795719,0.00219411
190909_14:1,female,4/26/18,28.1,APOE33,N57590,N57591,0.3784018,0.003044595,0.002962127,0.00219781,0.002293541,0.002357221,0.002070623,0.003445822,0.00208454,0.001826321,0.001457544,0.001535784,0.0016094,0.001628595,0.001495578,0.00172873,0.001792921,0.001970821,0.001141646,0.001954893,0.002073954,0.00204382,0.001569632,0.001246487,0.001520088,0.002119743,0.002042853,0.002093146,0.002051487,0.00134228,0.001460674,0.001180719,0.00166331,0.001586633,0.001486558,0.001118458,0.001219965,0.001521267,0.001236329,0.00165894,0.001705513,0.002599557,0.001862384,0.002065968,0.002439325,0.00141911,0.001616978,0.002904429,0.003028171,0.003016356,0.003608015,0.002621464,0.001517979,0.001855673,0.001875976,0.002349102,0.001567863,0.002427162,0.001725547,0.00168197,0.001919082,0.003119775,0.002537337,0.002875093,0.00247631,0.001970614,0.001760212,0.00248895,0.002430052,0.002185631,0.002134242,0.003091875,0.002292767,0.002552337,0.001810071,0.002299747,0.003075677,0.003306841,0.003505259,0.002372078,0.002681126,0.002390992,0.002648937,0.003303211,0.003040181,0.002897607,0.003273657,0.002457617,0.002508042,0.003418404,0.002155239,0.002803359,0.003934783,0.002770954,0.003083145,0.003558146,0.003165416,0.00229863,0.00284943,0.002550321,0.002353069,0.002252668,0.004635004,0.002588262,0.002684299,0.003731447,0.00325854,0.002073087,0.002353069,0.004457929,0.004014455,0.003429946,0.00261837,0.002326686,0.002976073,0.003245874,0.002637833,0.003360584,0.005798519,0.006257726,0.007061728,0.004836827,0.004847624,0.007080842,0.005321952,0.005469907,0.005737578,0.006100525,0.003893149,0.005695472,0.004325489,0.004091479,0.004916881,0.006491365,0.004267395,0.006893238,0.006651634,0.006844535,0.006156293,0.00463453,0.004090581,0.006690613,0.004306486,0.004826351,0.007407215,0.004543504,0.00671363,0.004397968,0.003717463,0.002426865,0.005333656,0.002167248,0.002736364,0.002199261,0.002124004,0.002494319,0.002199579,0.002266196,0.004061525,0.002929926,0.003244841,0.001889244,0.002499376,0.002666371,0.003973372,0.002538979,0.002104306
190715_1:1,male,4/26/18,32.7,APOE33,N57546,N57547,0.3493043,0.002816435,0.002882234,0.001989825,0.002112667,0.002589656,0.002042254,0.003088516,0.002127355,0.001705604,0.001316966,0.001376091,0.001509765,0.001693354,0.001228833,0.001530326,0.001680153,0.001739261,0.001100505,0.00159929,0.001850209,0.001862078,0.001620521,0.001120391,0.001249943,0.001784643,0.001627544,0.00168249,0.001684524,0.00115061,0.001224648,0.001123566,0.001310034,0.00150373,0.001431553,0.001027904,0.001117639,0.001463044,0.001220744,0.001614598,0.001815911,0.002243587,0.001742083,0.00224019,0.002478499,0.001463087,0.001924341,0.003735768,0.003454572,0.002853869,0.003782677,0.002601917,0.001417372,0.001797363,0.001883802,0.00239795,0.001852373,0.002455945,0.001911074,0.002019047,0.002203358,0.003313127,0.002666998,0.002522317,0.002266438,0.002208803,0.001922202,0.002641364,0.00268181,0.002267556,0.002455097,0.003539604,0.002572523,0.002778572,0.002284642,0.002654562,0.003228297,0.003255181,0.003611763,0.002757071,0.002993174,0.00241748,0.002623076,0.003708348,0.003269409,0.003421357,0.003701377,0.003171823,0.00294763,0.00352581,0.002642027,0.002557215,0.003586661,0.003115456,0.00322471,0.003519717,0.003390214,0.002955468,0.003260459,0.002531788,0.002573777,0.003161721,0.004566823,0.002615384,0.002859233,0.004078762,0.003339787,0.00229082,0.003279373,0.004026488,0.004263375,0.003121775,0.002348901,0.002033374,0.003143154,0.003471122,0.002671525,0.00333581,0.005867412,0.006666121,0.006600578,0.004823103,0.005155823,0.006863413,0.004771575,0.005152094,0.006042584,0.005779755,0.004612594,0.005526705,0.00445837,0.004019197,0.005352995,0.006286113,0.004715125,0.006079921,0.006465527,0.006099193,0.006248221,0.005531735,0.003501126,0.005776235,0.003893554,0.005058914,0.00730565,0.004420801,0.005903753,0.004385189,0.001921524,0.002163679,0.005285548,0.002305123,0.001633113,0.002778067,0.002727348,0.002791406,0.002204128,0.002651133,0.00404097,0.003268476,0.003880227,0.001830222,0.002508533,0.003031267,0.004028361,0.002837535,0.002281757
190715_2:1,male,4/26/18,36.9,APOE33,N57548,N57549,0.3748723,0.002960442,0.002818504,0.002088588,0.002078564,0.002656545,0.002096914,0.003036721,0.002057299,0.001792829,0.001321115,0.0014422,0.001522024,0.001660804,0.001401341,0.001621119,0.001848623,0.001800807,0.001125082,0.001748106,0.001923475,0.001932308,0.001532033,0.001163617,0.001411632,0.001630706,0.001637981,0.001760872,0.001698705,0.001338999,0.00118345,0.001097067,0.001397541,0.001530076,0.001553187,0.001012299,0.001088086,0.001437621,0.001218288,0.001732442,0.001705405,0.002324107,0.001784721,0.002014722,0.002345667,0.001478468,0.001894869,0.003670032,0.003265233,0.002930356,0.00393392,0.002624214,0.00137928,0.001998056,0.001963154,0.002402584,0.001786116,0.002556536,0.001864319,0.002055349,0.002247286,0.003344705,0.002780637,0.002829971,0.002296709,0.00222226,0.002054748,0.002806869,0.002872917,0.002228171,0.002195369,0.003633003,0.002596151,0.002796882,0.002179432,0.00262974,0.003204262,0.003335145,0.003583994,0.002716298,0.002803028,0.002277176,0.002570673,0.003568911,0.003105017,0.003203819,0.003548596,0.003005297,0.002701026,0.003487884,0.002444234,0.002553026,0.00374238,0.003059818,0.002940461,0.003507172,0.003380942,0.002810155,0.002940563,0.002388244,0.002527256,0.002875634,0.004091523,0.002234478,0.002873801,0.004166824,0.003159682,0.002186228,0.003174864,0.003847104,0.004257491,0.003636182,0.00246562,0.001972782,0.003166944,0.003276846,0.002581137,0.003557592,0.006116597,0.006757546,0.006430361,0.004832874,0.005297077,0.00693149,0.004869288,0.005339723,0.006161667,0.006029395,0.004899655,0.005482306,0.004722874,0.00388147,0.005349304,0.006478042,0.004186276,0.006242017,0.006423912,0.006321527,0.006110816,0.005144274,0.00411842,0.006646042,0.004210351,0.004891512,0.00694779,0.004345553,0.005938206,0.004358396,0.001660127,0.002047482,0.00457547,0.002547992,0.001571656,0.00244313,0.002418639,0.002568055,0.002195947,0.002593316,0.00399992,0.003339958,0.003568983,0.001695651,0.002228275,0.003025724,0.003611307,0.002472102,0.002188322
190715_3:1,male,4/26/18,32.4,APOE33,N57550,N57551,0.3709755,0.003016468,0.002580089,0.002076379,0.001999276,0.002566775,0.001992986,0.002991625,0.002043918,0.001852186,0.001279487,0.001371591,0.001405083,0.001777651,0.001331546,0.001668236,0.0018164,0.002011944,0.000987851,0.001718484,0.001959466,0.001956339,0.001596439,0.00103868,0.001330865,0.001967204,0.001820062,0.00190939,0.001799985,0.001280558,0.001380135,0.00103553,0.001390376,0.001406424,0.001318485,0.001059041,0.001086531,0.001452172,0.00109002,0.001582446,0.00170719,0.002601951,0.001657656,0.00185273,0.002154112,0.001457006,0.001858918,0.00418499,0.003212814,0.002585479,0.004013601,0.002589529,0.001541327,0.001570817,0.001902491,0.00212362,0.001864968,0.002609803,0.001728652,0.001964225,0.002365679,0.003423887,0.002924743,0.002826105,0.002333655,0.002203514,0.002037189,0.002926017,0.002759325,0.00221819,0.002363328,0.003231888,0.002557289,0.002585177,0.002066911,0.002652765,0.003109722,0.00319242,0.003530653,0.00264631,0.002770438,0.002385955,0.002707739,0.003467894,0.002772308,0.003235389,0.003461028,0.003065306,0.002821052,0.003529821,0.002366778,0.002591772,0.003647235,0.002915783,0.002958148,0.003317869,0.003609599,0.00263216,0.002911933,0.0023102,0.00249863,0.002790058,0.003963127,0.002195208,0.002793428,0.004083841,0.003365336,0.002050194,0.002964859,0.004101589,0.004171409,0.003504595,0.002334923,0.00204165,0.002975166,0.00315216,0.002620318,0.003336621,0.005887322,0.006759827,0.006738601,0.004826812,0.005281059,0.007306217,0.004496974,0.005403561,0.006327428,0.006085826,0.004551023,0.005727207,0.004560334,0.003935881,0.005212879,0.006473192,0.004556856,0.006269246,0.006484198,0.006539311,0.005469539,0.005601075,0.00402549,0.006787167,0.003935707,0.005077989,0.007375409,0.004038128,0.006170179,0.004449458,0.001993247,0.002449457,0.005258449,0.002458439,0.001661144,0.002563946,0.002296351,0.002793046,0.002334219,0.002666797,0.003540082,0.002975289,0.003698227,0.001687,0.002338806,0.002861632,0.003750198,0.002771125,0.002125797
190909_10:1,male,4/26/18,36.4,APOE33,N57580,N57581,0.3833534,0.002809533,0.002442039,0.001836142,0.0019175,0.002739087,0.001977498,0.002888942,0.001964428,0.001920455,0.001411969,0.00138353,0.00163441,0.001550092,0.001179777,0.001462929,0.00166324,0.001595727,0.000969352,0.001492665,0.001716561,0.002013839,0.001302743,0.000978567,0.001392981,0.001966269,0.001712933,0.001738386,0.001753395,0.001265228,0.001267806,0.001175969,0.001498273,0.001525829,0.001422109,0.001038441,0.00127604,0.001482129,0.001084626,0.001300093,0.001509843,0.002116866,0.001772522,0.001895747,0.002086808,0.001354179,0.001852264,0.003624312,0.002714417,0.002755782,0.003320846,0.002686169,0.001589151,0.001660363,0.002238128,0.002098307,0.00205157,0.002466845,0.002271657,0.001921459,0.00219654,0.003229799,0.002624428,0.002853066,0.002296242,0.002151517,0.001973649,0.002730273,0.002530605,0.002274478,0.002372591,0.003634942,0.002538407,0.002665456,0.002062977,0.002522398,0.003281816,0.003265553,0.003750613,0.00246261,0.00291379,0.002494846,0.002947814,0.003581241,0.002941871,0.003356164,0.003549529,0.003219652,0.002953147,0.003572636,0.002663282,0.002697855,0.003634095,0.003211624,0.003162155,0.003455501,0.003795008,0.002701687,0.00313938,0.00248676,0.002598667,0.00302939,0.004230143,0.00242248,0.002930638,0.00413055,0.003450712,0.002191559,0.002649516,0.004117004,0.004579643,0.003193927,0.002313391,0.002063124,0.003070091,0.003453194,0.002704047,0.003422439,0.005924698,0.00695301,0.006679279,0.004924256,0.005203784,0.007031343,0.004758334,0.005486642,0.005823077,0.006119789,0.004508225,0.005661602,0.004318509,0.004205412,0.005778414,0.006505542,0.005022992,0.006536578,0.006468012,0.006573979,0.006049375,0.005109047,0.004068824,0.006650479,0.004211508,0.005292006,0.007569884,0.004411559,0.006300104,0.004537932,0.001882237,0.002340448,0.005742228,0.002484608,0.001696146,0.002732189,0.002202354,0.002598375,0.002162268,0.002890057,0.003871622,0.003533179,0.00378281,0.001864848,0.00248784,0.002947822,0.004066166,0.00282912,0.002141719
190909_13:1,male,4/26/18,34,APOE33,N57587,N57588,0.3794337,0.002692793,0.002507754,0.001927813,0.001993235,0.002783212,0.002110931,0.00283392,0.001986865,0.001785255,0.001537088,0.001552096,0.0017308,0.001608171,0.001304487,0.001437838,0.001750386,0.001627212,0.000919511,0.001532806,0.001740078,0.001793135,0.001366935,0.001078992,0.001674726,0.001911239,0.00173345,0.001827277,0.001749068,0.001363709,0.001219414,0.001251125,0.001511604,0.001534106,0.001437186,0.001052759,0.001171051,0.001416362,0.001130217,0.001324755,0.001548671,0.002071536,0.001793535,0.001441833,0.001778726,0.001360623,0.001600885,0.003772057,0.002758744,0.002639251,0.003589378,0.002648792,0.001564152,0.001606485,0.002098307,0.001963793,0.002073656,0.00241573,0.001733754,0.001988308,0.002154813,0.003336718,0.002578975,0.002896561,0.002254906,0.002077978,0.001873917,0.00261739,0.002432328,0.002267513,0.002422187,0.003417008,0.002491088,0.002710182,0.00200989,0.00274542,0.003149171,0.003280295,0.003690911,0.002866015,0.002846444,0.002517179,0.002898031,0.003447479,0.003019829,0.003359077,0.003624428,0.003271848,0.003055033,0.003463862,0.002340724,0.002641241,0.003592622,0.003080028,0.003108518,0.00347393,0.003587399,0.002868221,0.003133386,0.002437588,0.002552713,0.002997079,0.004023983,0.002455035,0.002862992,0.004119905,0.003432659,0.002185566,0.003198864,0.004073321,0.00433776,0.003324717,0.002312392,0.00211745,0.002985064,0.003422519,0.002526977,0.00321782,0.005961479,0.006998238,0.006704825,0.004995751,0.005339336,0.007140529,0.004630235,0.005297771,0.006032333,0.006237281,0.004987312,0.005829413,0.004396464,0.004188289,0.00594442,0.006520215,0.004828237,0.006487315,0.006717421,0.006824048,0.006049376,0.005951099,0.0041666,0.006824124,0.004236883,0.005247894,0.007535028,0.004405908,0.006075801,0.004475993,0.001979007,0.002098098,0.005891888,0.002475059,0.001760165,0.002827601,0.002251945,0.002525262,0.002188245,0.00275224,0.00388863,0.003226847,0.003596611,0.001797175,0.002399204,0.002894783,0.003842915,0.002914344,0.00199834
190610_6:1,female,4/3/18,25.6,APOE44,N57442,N57443,0.3886894,0.002625378,0.002607138,0.002059862,0.002136405,0.002453645,0.00225794,0.00301379,0.002154899,0.001758843,0.00136063,0.00131684,0.001386856,0.00183268,0.001406052,0.001634736,0.001746006,0.001964463,0.00093774,0.00164688,0.001922629,0.001817187,0.001542452,0.000970624,0.001323223,0.001753171,0.001628106,0.001717263,0.00163993,0.001309902,0.001217266,0.000975568,0.001329384,0.001390628,0.001390867,0.000982452,0.000971949,0.001454683,0.001059675,0.001445682,0.001724983,0.002282584,0.001878396,0.002012043,0.002406146,0.001573342,0.001865445,0.003067291,0.003004645,0.002512354,0.003478559,0.002535934,0.001341942,0.001694138,0.001938494,0.002347715,0.001521829,0.002416303,0.001730232,0.002160595,0.002113498,0.003510572,0.002530173,0.002807353,0.002297371,0.00208235,0.001907452,0.002497881,0.00235453,0.002132042,0.002305386,0.003588054,0.002552567,0.002767431,0.002142714,0.002598058,0.003273496,0.00334134,0.00364555,0.002778121,0.002954141,0.002344382,0.002710695,0.003785362,0.003060492,0.003256843,0.003614439,0.003118063,0.002834501,0.003635992,0.002896778,0.002738237,0.003973117,0.002879136,0.003173894,0.003605033,0.003396709,0.002784677,0.003201278,0.002497745,0.002522745,0.003001475,0.004356498,0.002468381,0.002929427,0.004387638,0.00340229,0.002257673,0.002955544,0.004198,0.004403699,0.0033478,0.002498892,0.002094423,0.003012084,0.003418048,0.002732301,0.003390683,0.005794328,0.00688192,0.006864355,0.004655299,0.005234159,0.006901173,0.00483054,0.005700669,0.00581839,0.006087813,0.004254791,0.005892576,0.00460416,0.003930961,0.00548405,0.006788268,0.004712416,0.006376302,0.006909187,0.006611569,0.006213901,0.006469624,0.004076392,0.006534365,0.004513365,0.00518128,0.007649931,0.004538997,0.006290678,0.004368707,0.00226494,0.001960915,0.005767682,0.002551717,0.002062182,0.002576146,0.002315047,0.002704652,0.002337823,0.002629127,0.003989958,0.003252924,0.003592131,0.0019128,0.002430675,0.003166901,0.004285001,0.002895882,0.001942853
